time_s,note,hz,confidence,intensity,register,is_voiced
79.0,G4,394.85,0.8904,24.5207,medio-agudo,True
79.05,G4,393.46,0.7314,24.5531,medio-agudo,True
79.1,G4,392.31,0.9157,24.4725,medio-agudo,True
79.15,G4,392.79,0.9062,24.6006,medio-agudo,True
79.2,G4,395.05,0.7942,24.5637,medio-agudo,True
79.25,G4,391.35,0.8296,24.5187,medio-agudo,True
79.3,G4,397.06,0.8801,24.5525,medio-agudo,True
79.35,G4,392.21,0.9119,24.5364,medio-agudo,True
79.4,G4,389.13,0.8408,24.4998,medio-agudo,True
79.45,G4,395.53,0.9224,24.525,medio-agudo,True
79.5,G4,391.19,0.852,24.6159,medio-agudo,True
79.55,G4,389.45,0.886,24.5785,medio-agudo,True
79.6,G4,393.92,0.6946,24.4661,medio-agudo,True
79.65,G4,392.56,0.9112,24.5463,medio-agudo,True
79.7,G4,390.16,0.9079,24.6046,medio-agudo,True
79.75,G4,391.16,0.7344,22.8976,medio-agudo,True
79.8,G4,394.34,0.8301,18.5582,medio-agudo,True
79.85,G4,392.83,0.8922,13.771,medio-agudo,True
79.9,G4,395.73,0.9262,9.6361,medio-agudo,True
79.95,G4,387.36,0.7856,5.546,medio-agudo,True
80.0,,,0.0794,3.8666,silencio,False
80.05,E4,331.76,0.8695,6.4226,medio-agudo,True
80.1,E4,325.46,0.8764,20.0626,medio-grave,True
80.15,E4,325.75,0.8638,20.8382,medio-grave,True
80.2,E4,328.83,0.8762,20.0541,medio-grave,True
80.25,E4,329.36,0.8821,19.3724,medio-grave,True
80.3,E4,328.8,0.8741,19.6753,medio-grave,True
80.35,E4,328.25,0.8937,21.5327,medio-grave,True
80.4,E4,331.75,0.8328,21.75,medio-agudo,True
80.45,E4,330.61,0.8902,21.7432,medio-agudo,True
80.5,E4,329.53,0.848,21.8075,medio-grave,True
80.55,E4,331.34,0.8672,21.8012,medio-agudo,True
80.6,E4,330.96,0.8391,21.7431,medio-agudo,True
80.65,E4,324.23,0.8849,21.746,medio-grave,True
80.7,E4,326.51,0.8812,21.7296,medio-grave,True
80.75,E4,328.74,0.8669,21.7661,medio-grave,True
80.8,E4,330.92,0.8899,21.8703,medio-agudo,True
80.85,E4,324.75,0.8872,21.7137,medio-grave,True
80.9,E4,327.01,0.8848,21.7754,medio-grave,True
80.95,E4,332.4,0.8509,21.7801,medio-agudo,True
81.0,E4,330.49,0.8708,21.7491,medio-agudo,True
81.05,E4,328.86,0.8714,21.7997,medio-grave,True
81.1,E4,333.1,0.8812,21.6941,medio-agudo,True
81.15,E4,331.72,0.8655,21.7391,medio-agudo,True
81.2,E4,327.6,0.8694,21.7903,medio-grave,True
81.25,E4,326.96,0.8834,21.777,medio-grave,True
81.3,E4,328.37,0.8876,21.7785,medio-grave,True
81.35,E4,327.79,0.8932,21.7321,medio-grave,True
81.4,E4,333.0,0.724,21.7995,medio-agudo,True
81.45,E4,331.14,0.8579,21.8742,medio-agudo,True
81.5,E4,332.4,0.877,21.7629,medio-agudo,True
81.55,E4,329.77,0.8399,21.8516,medio-grave,True
81.6,E4,330.84,0.7793,21.7185,medio-agudo,True
81.65,E4,331.36,0.8987,21.7768,medio-agudo,True
81.7,E4,327.11,0.8727,18.8113,medio-grave,True
81.75,E4,329.19,0.8517,15.113,medio-grave,True
81.8,E4,327.77,0.8824,13.6052,medio-grave,True
81.85,E4,333.23,0.8901,9.4085,medio-agudo,True
81.9,E4,330.93,0.8627,6.5733,medio-agudo,True
81.95,E4,320.78,0.6732,3.8639,medio-grave,True
82.0,,,0.0131,2.629,silencio,False
82.05,C4,266.18,0.8585,7.2861,medio-grave,True
82.1,C4,261.99,0.8298,16.6322,medio-grave,True
82.15,C4,262.09,0.7437,19.3596,medio-grave,True
82.2,C4,262.55,0.8877,19.1167,medio-grave,True
82.25,C4,262.31,0.8803,18.5969,medio-grave,True
82.3,C4,260.59,0.7601,18.0893,medio-grave,True
82.35,C4,262.5,0.8265,18.3873,medio-grave,True
82.4,C4,262.57,0.8603,19.6445,medio-grave,True
82.45,C4,263.29,0.8505,20.0847,medio-grave,True
82.5,C4,261.63,0.7418,19.9665,medio-grave,True
82.55,C4,262.42,0.8891,20.0934,medio-grave,True
82.6,C4,260.8,0.8646,20.0765,medio-grave,True
82.65,C4,259.45,0.8522,19.9292,medio-grave,True
82.7,C4,259.84,0.8555,20.1026,medio-grave,True
82.75,C4,262.78,0.8834,19.9969,medio-grave,True
82.8,C4,260.52,0.8901,20.0322,medio-grave,True
82.85,C4,259.54,0.8423,20.0393,medio-grave,True
82.9,C4,259.77,0.8405,20.1429,medio-grave,True
82.95,C4,262.46,0.8181,20.1479,medio-grave,True
83.0,C4,264.87,0.857,20.0922,medio-grave,True
83.05,C4,260.03,0.8482,19.9764,medio-grave,True
83.1,C4,264.06,0.8934,19.8633,medio-grave,True
83.15,C4,262.06,0.8672,20.0969,medio-grave,True
83.2,C4,260.78,0.8478,20.1931,medio-grave,True
83.25,C4,257.62,0.8569,20.0168,medio-grave,True
83.3,C4,262.46,0.8426,20.0292,medio-grave,True
83.35,C4,262.75,0.8951,20.0004,medio-grave,True
83.4,C4,260.14,0.8109,20.0163,medio-grave,True
83.45,C4,263.64,0.8618,20.0176,medio-grave,True
83.5,C4,264.76,0.8258,20.094,medio-grave,True
83.55,C4,258.57,0.8355,20.1312,medio-grave,True
83.6,C4,257.92,0.8277,20.0443,medio-grave,True
83.65,C4,262.28,0.8862,20.0029,medio-grave,True
83.7,C4,264.38,0.8979,19.9096,medio-grave,True
83.75,C4,258.89,0.8301,19.9551,medio-grave,True
83.8,C4,258.51,0.8451,20.1024,medio-grave,True
83.85,C4,260.82,0.877,20.0577,medio-grave,True
83.9,C4,263.05,0.885,20.0686,medio-grave,True
83.95,C4,258.62,0.8377,20.0836,medio-grave,True
84.0,C4,262.97,0.8782,20.0822,medio-grave,True
84.05,C4,261.69,0.8815,19.982,medio-grave,True
84.1,C4,260.45,0.845,20.0027,medio-grave,True
84.15,C4,262.61,0.7109,16.7348,medio-grave,True
84.2,C4,263.32,0.8747,13.8155,medio-grave,True
84.25,C4,263.43,0.892,11.7668,medio-grave,True
84.3,C4,257.82,0.8437,9.7025,medio-grave,True
84.35,C4,259.04,0.8298,7.5709,medio-grave,True
84.4,C4,261.8,0.8895,4.5117,medio-grave,True
84.45,C4,259.15,0.7229,2.5502,medio-grave,True
84.5,,,0.1245,2.6404,silencio,False
84.55,A3,222.01,0.8998,7.4427,medio-grave,True
84.6,A3,220.09,0.8685,10.4444,medio-grave,True
84.65,A3,220.08,0.8877,17.6487,medio-grave,True
84.7,A3,221.78,0.892,17.2093,medio-grave,True
84.75,A3,218.35,0.8836,16.7434,medio-grave,True
84.8,A3,219.6,0.8961,16.2033,medio-grave,True
84.85,A3,220.26,0.8441,15.9545,medio-grave,True
84.9,A3,219.92,0.9027,17.4036,medio-grave,True
84.95,A3,220.76,0.8562,18.1841,medio-grave,True
85.0,A3,222.74,0.9157,18.0688,medio-grave,True
85.05,A3,221.88,0.8404,18.0735,medio-grave,True
85.1,A3,220.53,0.9132,18.1621,medio-grave,True
85.15,A3,221.36,0.8668,18.1919,medio-grave,True
85.2,A3,219.71,0.8744,18.0773,medio-grave,True
85.25,A3,222.41,0.8648,18.0326,medio-grave,True
85.3,A3,219.15,0.902,18.0406,medio-grave,True
85.35,A3,220.08,0.9069,18.0731,medio-grave,True
85.4,A3,221.49,0.8182,18.1647,medio-grave,True
85.45,A3,221.49,0.901,18.1022,medio-grave,True
85.5,A3,220.85,0.8635,18.1015,medio-grave,True
85.55,A3,221.85,0.8838,18.1162,medio-grave,True
85.6,A3,220.16,0.8293,18.0168,medio-grave,True
85.65,A3,220.07,0.9117,18.0642,medio-grave,True
85.7,A3,220.28,0.8592,18.1425,medio-grave,True
85.75,A3,220.05,0.8345,18.2215,medio-grave,True
85.8,A3,220.39,0.8583,18.0118,medio-grave,True
85.85,A3,221.09,0.8833,18.0246,medio-grave,True
85.9,A3,220.64,0.8824,18.0875,medio-grave,True
85.95,A3,221.73,0.799,18.2187,medio-grave,True
86.0,A3,219.97,0.8821,18.1053,medio-grave,True
86.05,A3,221.47,0.8574,18.0448,medio-grave,True
86.1,A3,219.0,0.8521,18.0848,medio-grave,True
86.15,A3,220.55,0.8013,18.1565,medio-grave,True
86.2,A3,222.68,0.8584,18.1624,medio-grave,True
86.25,A3,220.58,0.8674,18.0641,medio-grave,True
86.3,A3,220.93,0.7724,18.1277,medio-grave,True
86.35,A3,222.25,0.8559,18.1853,medio-grave,True
86.4,A3,219.11,0.8184,18.1334,medio-grave,True
86.45,A3,221.07,0.879,18.0362,medio-grave,True
86.5,A3,220.72,0.721,18.0928,medio-grave,True
86.55,A3,221.0,0.8756,18.1065,medio-grave,True
86.6,A3,219.86,0.8203,17.0522,medio-grave,True
86.65,A3,220.9,0.8273,14.4873,medio-grave,True
86.7,A3,219.05,0.7655,12.2069,medio-grave,True
86.75,A3,219.32,0.8449,10.3251,medio-grave,True
86.8,A3,221.37,0.8454,8.4642,medio-grave,True
86.85,A3,220.45,0.7419,6.579,medio-grave,True
86.9,A3,220.68,0.8281,5.5746,medio-grave,True
86.95,A3,221.24,0.8123,2.0169,medio-grave,True
87.0,G♯3,203.55,0.64,2.5186,medio-grave,True
87.05,G3,195.9,0.7914,6.372,medio-grave,True
87.1,G3,197.45,0.9256,11.1408,medio-grave,True
87.15,G3,197.62,0.7566,13.2783,medio-grave,True
87.2,G3,196.45,0.8962,16.0364,medio-grave,True
87.25,G3,196.33,0.8101,15.459,medio-grave,True
87.3,G3,196.87,0.8772,15.1392,medio-grave,True
87.35,G3,196.77,0.8387,14.797,medio-grave,True
87.4,G3,195.17,0.8638,14.6004,medio-grave,True
87.45,G3,197.18,0.9007,15.2628,medio-grave,True
87.5,G3,198.38,0.8388,16.3188,medio-grave,True
87.55,G3,195.46,0.888,16.3528,medio-grave,True
87.6,G3,197.34,0.8622,16.4059,medio-grave,True
87.65,G3,197.36,0.9153,16.4366,medio-grave,True
87.7,G3,197.62,0.8407,16.3402,medio-grave,True
87.75,G3,196.02,0.8751,16.3441,medio-grave,True
87.8,G3,196.8,0.8842,16.3732,medio-grave,True
87.85,G3,197.44,0.9001,16.4414,medio-grave,True
87.9,G3,196.13,0.8921,16.4646,medio-grave,True
87.95,G3,195.41,0.8725,16.3214,medio-grave,True
88.0,G3,197.49,0.9241,16.3879,medio-grave,True
88.05,G3,197.34,0.8925,16.4504,medio-grave,True
88.1,G3,197.16,0.9109,16.5145,medio-grave,True
88.15,G3,196.87,0.911,16.3393,medio-grave,True
88.2,G3,196.15,0.9274,16.3959,medio-grave,True
88.25,G3,196.76,0.9043,16.4187,medio-grave,True
88.3,G3,195.73,0.9029,16.4975,medio-grave,True
88.35,G3,197.96,0.9323,16.5169,medio-grave,True
88.4,G3,195.58,0.9211,16.3832,medio-grave,True
88.45,G3,197.73,0.9064,16.4184,medio-grave,True
88.5,G3,198.67,0.8875,16.4727,medio-grave,True
88.55,G3,198.01,0.9302,16.48,medio-grave,True
88.6,G3,195.94,0.9107,16.2866,medio-grave,True
88.65,G3,195.42,0.8953,16.4085,medio-grave,True
88.7,G3,196.08,0.8973,16.4595,medio-grave,True
88.75,G3,197.09,0.9247,16.4468,medio-grave,True
88.8,G3,198.01,0.9099,16.4518,medio-grave,True
88.85,G3,196.83,0.8811,16.3314,medio-grave,True
88.9,G3,197.74,0.905,16.3542,medio-grave,True
88.95,G3,198.51,0.9009,16.453,medio-grave,True
89.0,G3,198.82,0.8938,16.4452,medio-grave,True
89.05,G3,196.74,0.8798,16.3386,medio-grave,True
89.1,G3,195.25,0.9012,16.2735,medio-grave,True
89.15,G3,196.45,0.9128,16.3766,medio-grave,True
89.2,G3,195.21,0.8359,16.3792,medio-grave,True
89.25,G3,195.68,0.903,16.3415,medio-grave,True
89.3,G3,196.36,0.8502,16.3141,medio-grave,True
89.35,G3,196.75,0.9124,16.4103,medio-grave,True
89.4,G3,197.65,0.8066,16.3967,medio-grave,True
89.45,G3,196.95,0.9155,16.4787,medio-grave,True
89.5,G3,195.73,0.8553,16.4907,medio-grave,True
89.55,G3,197.73,0.8927,14.5038,medio-grave,True
89.6,G3,198.39,0.8318,12.2367,medio-grave,True
89.65,G3,197.09,0.885,10.8412,medio-grave,True
89.7,G3,196.82,0.8762,9.4326,medio-grave,True
89.75,G3,197.29,0.817,7.9423,medio-grave,True
89.8,G3,197.52,0.8979,6.5285,medio-grave,True
89.85,G3,196.09,0.8114,4.3876,medio-grave,True
89.9,G3,196.36,0.9163,3.0065,medio-grave,True
89.95,G3,195.44,0.8666,1.6491,medio-grave,True
90.0,G3,193.45,0.4789,1.0578,medio-grave,True
